Day,Month,Year,Deliveries Fulfilled,Deliveries Available,Delivery Completion Ratio,Deliveries Value,Available Value,Monetary Value Ratio,Moves Remaining
24,5,2023,20,20,1.0,16580,16580,1.0,212
25,5,2023,20,20,1.0,16250,16250,1.0,259
26,5,2023,20,20,1.0,14655,14655,1.0,198
27,5,2023,20,20,1.0,18005,18005,1.0,218
28,5,2023,20,20,1.0,13950,13950,1.0,120
29,5,2023,20,20,1.0,19024,19024,1.0,222
30,5,2023,20,20,1.0,15479,15479,1.0,203
31,5,2023,20,20,1.0,15442,15442,1.0,182
1,6,2023,20,21,0.9523809523809523,16435,16735,0.9820734986555124,11
2,6,2023,20,21,0.9523809523809523,16670,17345,0.9610838858460652,22
3,6,2023,21,21,1.0,15450,15450,1.0,81
4,6,2023,21,21,1.0,17557,17557,1.0,138
5,6,2023,21,21,1.0,18350,18350,1.0,233
6,6,2023,21,21,1.0,14125,14125,1.0,319
7,6,2023,19,21,0.9047619047619048,15617,17837,0.8755396086785895,26
8,6,2023,21,21,1.0,13890,13890,1.0,146
9,6,2023,21,21,1.0,18695,18695,1.0,52
10,6,2023,20,21,0.9523809523809523,16830,17495,0.9619891397542155,19
11,6,2023,21,21,1.0,19785,19785,1.0,111
12,6,2023,21,21,1.0,16485,16485,1.0,202
13,6,2023,21,21,1.0,16492,16492,1.0,85
14,6,2023,21,21,1.0,18079,18079,1.0,147
15,6,2023,21,21,1.0,16802,16802,1.0,177
16,6,2023,21,21,1.0,16377,16377,1.0,335
17,6,2023,21,21,1.0,18740,18740,1.0,199
18,6,2023,21,21,1.0,16030,16030,1.0,107
19,6,2023,19,21,0.9047619047619048,13557,15497,0.8748144802219785,13
20,6,2023,21,21,1.0,17045,17045,1.0,133
21,6,2023,18,21,0.8571428571428571,14055,15630,0.8992322456813819,15
22,6,2023,21,21,1.0,16775,16775,1.0,289
23,6,2023,21,21,1.0,19690,19690,1.0,312
24,6,2023,21,21,1.0,15050,15050,1.0,396
25,6,2023,21,21,1.0,16355,16355,1.0,100
26,6,2023,21,21,1.0,15755,15755,1.0,199
27,6,2023,21,21,1.0,17140,17140,1.0,347
28,6,2023,21,21,1.0,14660,14660,1.0,165
29,6,2023,21,21,1.0,15760,15760,1.0,115
30,6,2023,20,21,0.9523809523809523,15475,15935,0.9711327267022278,31
1,7,2023,22,22,1.0,16745,16745,1.0,229
2,7,2023,20,22,0.9090909090909091,14075,15205,0.9256823413350871,38
3,7,2023,22,22,1.0,20035,20035,1.0,185
4,7,2023,22,22,1.0,18282,18282,1.0,121
5,7,2023,21,22,0.9545454545454546,19725,21150,0.9326241134751773,29
6,7,2023,20,22,0.9090909090909091,14490,16110,0.8994413407821229,38
7,7,2023,22,22,1.0,16580,16580,1.0,374
8,7,2023,22,22,1.0,16660,16660,1.0,142
9,7,2023,20,22,0.9090909090909091,17750,19275,0.920881971465629,39
10,7,2023,22,22,1.0,17785,17785,1.0,142
11,7,2023,22,22,1.0,16950,16950,1.0,221
12,7,2023,22,22,1.0,19290,19290,1.0,148
13,7,2023,20,22,0.9090909090909091,18202,19047,0.9556360581718906,39
14,7,2023,20,22,0.9090909090909091,13970,15730,0.8881118881118881,25
15,7,2023,22,22,1.0,18375,18375,1.0,94
16,7,2023,20,22,0.9090909090909091,16245,18625,0.8722147651006711,38
17,7,2023,22,22,1.0,16295,16295,1.0,121
18,7,2023,22,22,1.0,14695,14695,1.0,186
19,7,2023,22,22,1.0,20110,20110,1.0,244
20,7,2023,19,22,0.8636363636363636,14160,16510,0.8576620230163537,38
21,7,2023,22,22,1.0,17360,17360,1.0,231
22,7,2023,21,22,0.9545454545454546,17225,18195,0.9466886507282221,39
23,7,2023,20,22,0.9090909090909091,16097,18452,0.8723715586386299,37
24,7,2023,21,22,0.9545454545454546,15100,16530,0.9134906231094979,34
25,7,2023,22,22,1.0,15975,15975,1.0,70
26,7,2023,22,22,1.0,17115,17115,1.0,136
27,7,2023,22,22,1.0,16415,16415,1.0,64
28,7,2023,21,22,0.9545454545454546,16807,17477,0.9616639011271958,23
29,7,2023,20,22,0.9090909090909091,15134,16459,0.9194969317698524,19
30,7,2023,22,22,1.0,19140,19140,1.0,229
31,7,2023,21,22,0.9545454545454546,15775,16945,0.9309530835054588,39
1,8,2023,21,23,0.9130434782608695,14475,15680,0.9231505102040817,18
2,8,2023,23,23,1.0,17675,17675,1.0,66
3,8,2023,21,23,0.9130434782608695,16452,18462,0.8911277218069549,38
4,8,2023,23,23,1.0,20985,20985,1.0,137
5,8,2023,21,23,0.9130434782608695,16252,17547,0.9261982105203168,29
6,8,2023,23,23,1.0,19447,19447,1.0,84
7,8,2023,22,23,0.9565217391304348,16892,17542,0.962946072283662,15
8,8,2023,21,23,0.9130434782608695,15620,17870,0.8740906547285954,38
9,8,2023,23,23,1.0,18330,18330,1.0,191
10,8,2023,20,23,0.8695652173913043,16000,18702,0.8555234734253021,10
11,8,2023,20,23,0.8695652173913043,17215,18725,0.9193591455273699,20
12,8,2023,23,23,1.0,16607,16607,1.0,44
13,8,2023,23,23,1.0,17169,17169,1.0,116
14,8,2023,21,23,0.9130434782608695,14965,17035,0.8784854710889346,0
15,8,2023,21,23,0.9130434782608695,18325,19815,0.9248044410799899,12
16,8,2023,23,23,1.0,17535,17535,1.0,55
17,8,2023,22,23,0.9565217391304348,19787,20387,0.9705694805513317,37
18,8,2023,23,23,1.0,16382,16382,1.0,124
19,8,2023,23,23,1.0,21015,21015,1.0,122
20,8,2023,21,23,0.9130434782608695,15704,17264,0.9096385542168675,36
21,8,2023,23,23,1.0,18290,18290,1.0,91
22,8,2023,23,23,1.0,20260,20260,1.0,78
23,8,2023,23,23,1.0,16042,16042,1.0,104
24,8,2023,22,23,0.9565217391304348,17345,18595,0.9327776283947298,39
25,8,2023,22,23,0.9565217391304348,16592,18012,0.9211636686653342,38
26,8,2023,23,23,1.0,19955,19955,1.0,174
27,8,2023,21,23,0.9130434782608695,17492,19442,0.899701676782224,37
28,8,2023,19,23,0.8260869565217391,14740,18135,0.8127929418251999,38
29,8,2023,20,23,0.8695652173913043,17630,20285,0.8691151096869608,38
30,8,2023,23,23,1.0,15427,15427,1.0,239
31,8,2023,21,23,0.9130434782608695,15320,17645,0.8682346273731936,39
1,9,2023,22,24,0.9166666666666666,18400,20130,0.9140586189766517,39
2,9,2023,20,24,0.8333333333333334,16020,19102,0.838655638153073,20
3,9,2023,23,24,0.9583333333333334,18855,19790,0.9527539161192522,38
4,9,2023,24,24,1.0,19850,19850,1.0,116
5,9,2023,24,24,1.0,20595,20595,1.0,204
6,9,2023,22,24,0.9166666666666666,18045,19250,0.9374025974025973,18
7,9,2023,19,24,0.7916666666666666,16430,22310,0.7364410578216046,39
8,9,2023,23,24,0.9583333333333334,18775,19445,0.9655438416045256,38
9,9,2023,22,24,0.9166666666666666,19070,20967,0.9095244908665999,38
10,9,2023,22,24,0.9166666666666666,19370,21760,0.8901654411764706,39
11,9,2023,24,24,1.0,17500,17500,1.0,81
12,9,2023,20,24,0.8333333333333334,14855,18470,0.8042772062804547,16
13,9,2023,21,24,0.875,16825,18765,0.8966160405009326,39
14,9,2023,21,24,0.875,17805,20200,0.8814356435643564,39
15,9,2023,23,24,0.9583333333333334,15375,16115,0.9540800496431896,38
16,9,2023,21,24,0.875,15440,17885,0.8632932625104837,0
17,9,2023,20,24,0.8333333333333334,18870,21295,0.8861235031697582,20
18,9,2023,20,24,0.8333333333333334,16870,20300,0.8310344827586207,34
19,9,2023,20,24,0.8333333333333334,15812,19072,0.8290687919463087,39
20,9,2023,18,24,0.75,14370,19270,0.7457187337830825,37
21,9,2023,21,24,0.875,19080,20855,0.9148885159434188,22
22,9,2023,20,24,0.8333333333333334,16015,19330,0.8285049146404553,38
23,9,2023,19,24,0.7916666666666666,13505,17040,0.7925469483568075,39
24,9,2023,23,24,0.9583333333333334,18335,18550,0.9884097035040431,36
25,9,2023,21,24,0.875,17302,18562,0.9321193836871027,15
26,9,2023,22,24,0.9166666666666666,19950,21850,0.9130434782608695,0
27,9,2023,24,24,1.0,21525,21525,1.0,111
28,9,2023,24,24,1.0,17350,17350,1.0,59
29,9,2023,22,24,0.9166666666666666,18600,20390,0.912211868563021,9
30,9,2023,22,24,0.9166666666666666,16977,17937,0.9464793443719686,30
1,10,2023,23,25,0.92,17745,19555,0.9074405522884172,14
2,10,2023,24,25,0.96,22742,23122,0.9835654355159589,38
3,10,2023,23,25,0.92,19690,21630,0.9103097549699491,38
4,10,2023,24,25,0.96,20569,21409,0.9607641646036713,15
5,10,2023,23,25,0.92,18790,20450,0.9188264058679707,39
6,10,2023,21,25,0.84,15212,17752,0.8569175304191077,32
7,10,2023,22,25,0.88,17362,20137,0.8621939712966181,39
8,10,2023,25,25,1.0,18720,18720,1.0,44
9,10,2023,22,25,0.88,17670,19505,0.9059215585747245,25
10,10,2023,19,25,0.76,17575,23025,0.7633007600434311,39
11,10,2023,22,25,0.88,18970,22010,0.8618809631985461,39
12,10,2023,21,25,0.84,18510,21235,0.8716741229102896,39
13,10,2023,22,25,0.88,15140,17600,0.8602272727272727,24
14,10,2023,21,25,0.84,17257,21077,0.8187597855482279,18
15,10,2023,22,25,0.88,19880,23110,0.860233665080052,0
16,10,2023,22,25,0.88,16105,18820,0.8557385759829969,21
17,10,2023,21,25,0.84,13180,17185,0.7669479196974105,39
18,10,2023,21,25,0.84,18225,22670,0.8039258932509925,38
19,10,2023,23,25,0.92,18645,19445,0.9588583183337619,38
20,10,2023,22,25,0.88,16585,19470,0.8518233179250129,16
21,10,2023,24,25,0.96,19495,21045,0.9263483012592064,39
22,10,2023,25,25,1.0,20032,20032,1.0,65
23,10,2023,23,25,0.92,17080,17950,0.9515320334261839,0
24,10,2023,19,25,0.76,15125,19140,0.7902298850574713,17
25,10,2023,21,25,0.84,15200,17995,0.8446790775215337,20
26,10,2023,22,25,0.88,20130,20920,0.9622370936902486,38
27,10,2023,23,25,0.92,18810,20980,0.8965681601525262,39
28,10,2023,22,25,0.88,19397,21692,0.8942006269592476,31
29,10,2023,22,25,0.88,15525,17280,0.8984375,22
30,10,2023,24,25,0.96,17640,18490,0.9540292049756626,39
31,10,2023,22,25,0.88,18040,20515,0.8793565683646113,26
1,11,2023,21,26,0.8076923076923077,16320,18865,0.8650940895838855,21
2,11,2023,22,26,0.8461538461538461,17285,20415,0.8466813617438158,38
3,11,2023,23,26,0.8846153846153846,17230,18950,0.9092348284960422,39
4,11,2023,24,26,0.9230769230769231,18380,19765,0.9299266379964584,37
5,11,2023,21,26,0.8076923076923077,16457,20287,0.8112091487159264,39
6,11,2023,23,26,0.8846153846153846,17295,19575,0.8835249042145594,39
7,11,2023,24,26,0.9230769230769231,21065,22915,0.9192668557713288,39
8,11,2023,22,26,0.8461538461538461,18235,20655,0.8828370854514646,39
9,11,2023,24,26,0.9230769230769231,20760,21985,0.944280191039345,39
10,11,2023,22,26,0.8461538461538461,19485,22575,0.8631229235880399,27
11,11,2023,20,26,0.7692307692307693,15885,20275,0.7834771886559803,11
12,11,2023,25,26,0.9615384615384616,19910,20510,0.9707459775719162,39
13,11,2023,22,26,0.8461538461538461,17947,20977,0.8555560852362111,38
14,11,2023,21,26,0.8076923076923077,17850,22490,0.7936860827034238,39
15,11,2023,24,26,0.9230769230769231,22275,23800,0.9359243697478992,11
16,11,2023,24,26,0.9230769230769231,17645,18625,0.9473825503355705,0
17,11,2023,24,26,0.9230769230769231,21495,22855,0.9404944213520018,20
18,11,2023,24,26,0.9230769230769231,18970,20400,0.9299019607843138,22
19,11,2023,21,26,0.8076923076923077,15080,19210,0.7850078084331078,37
20,11,2023,23,26,0.8846153846153846,17312,19342,0.8950470478750905,38
21,11,2023,24,26,0.9230769230769231,18190,20625,0.8819393939393939,39
22,11,2023,21,26,0.8076923076923077,15087,20762,0.7266640978711106,38
23,11,2023,23,26,0.8846153846153846,16240,18415,0.8818897637795275,39
24,11,2023,21,26,0.8076923076923077,16470,20050,0.8214463840399002,18
25,11,2023,25,26,0.9615384615384616,19957,21117,0.9450679547284179,16
26,11,2023,24,26,0.9230769230769231,17287,18807,0.9191790290849152,38
27,11,2023,23,26,0.8846153846153846,20107,22742,0.8841350804678568,39
28,11,2023,22,26,0.8461538461538461,18275,20365,0.8973729437760865,29
29,11,2023,25,26,0.9615384615384616,19080,19610,0.972972972972973,11
30,11,2023,23,26,0.8846153846153846,18975,22505,0.8431459675627638,38
1,12,2023,27,27,1.0,24370,24370,1.0,38
2,12,2023,25,27,0.9259259259259259,19880,21485,0.9252967186409122,39
3,12,2023,23,27,0.8518518518518519,19010,20995,0.9054536794474874,38
4,12,2023,22,27,0.8148148148148148,17735,22245,0.7972578107439874,39
5,12,2023,25,27,0.9259259259259259,20975,22725,0.922992299229923,39
6,12,2023,24,27,0.8888888888888888,16237,18382,0.8833097595473833,37
7,12,2023,23,27,0.8518518518518519,17810,20495,0.8689924371797999,38
8,12,2023,23,27,0.8518518518518519,16075,18185,0.8839703051965906,18
9,12,2023,23,27,0.8518518518518519,17015,20265,0.8396249691586479,15
10,12,2023,20,27,0.7407407407407407,14300,20070,0.7125062282012955,39
11,12,2023,24,27,0.8888888888888888,18235,20425,0.8927784577723378,38
12,12,2023,22,27,0.8148148148148148,18274,23229,0.7866890524775065,39
13,12,2023,22,27,0.8148148148148148,18765,21975,0.8539249146757679,13
14,12,2023,23,27,0.8518518518518519,17330,20835,0.8317734581233501,38
15,12,2023,24,27,0.8888888888888888,19575,21315,0.9183673469387755,0
16,12,2023,24,27,0.8888888888888888,16707,18717,0.8926109953518192,39
17,12,2023,22,27,0.8148148148148148,20075,25260,0.7947347585114806,21
18,12,2023,21,27,0.7777777777777778,18720,23010,0.8135593220338984,34
19,12,2023,23,27,0.8518518518518519,18345,21040,0.8719106463878327,38
20,12,2023,21,27,0.7777777777777778,16312,21432,0.7611048898842852,39
21,12,2023,25,27,0.9259259259259259,21327,22779,0.9362570788884499,39
22,12,2023,24,27,0.8888888888888888,18795,21455,0.8760195758564437,38
23,12,2023,22,27,0.8148148148148148,20620,24520,0.8409461663947798,15
24,12,2023,26,27,0.9629629629629629,19842,20442,0.9706486645142354,38
25,12,2023,21,27,0.7777777777777778,13520,18265,0.7402135231316725,39
26,12,2023,22,27,0.8148148148148148,15350,19500,0.7871794871794872,39
27,12,2023,20,27,0.7407407407407407,15820,21385,0.7397708674304418,39
28,12,2023,25,27,0.9259259259259259,19335,22265,0.8684033236020661,39
29,12,2023,24,27,0.8888888888888888,17670,19835,0.8908495084446685,0
30,12,2023,22,27,0.8148148148148148,16710,19710,0.84779299847793,37
31,12,2023,25,27,0.9259259259259259,21960,23770,0.9238535969709718,39
