Day,Month,Year,Deliveries Fulfilled,Deliveries Available,Delivery Completion Ratio,Deliveries Value,Available Value,Monetary Value Ratio,Moves Remaining
24,5,2023,20,20,1.0,16580,16580,1.0,192
25,5,2023,20,20,1.0,16250,16250,1.0,253
26,5,2023,20,20,1.0,14655,14655,1.0,198
27,5,2023,20,20,1.0,18005,18005,1.0,204
28,5,2023,20,20,1.0,13950,13950,1.0,98
29,5,2023,20,20,1.0,19024,19024,1.0,221
30,5,2023,20,20,1.0,15479,15479,1.0,204
31,5,2023,20,20,1.0,15442,15442,1.0,184
1,6,2023,20,21,0.9523809523809523,16435,16735,0.9820734986555124,18
2,6,2023,20,21,0.9523809523809523,16670,17345,0.9610838858460652,38
3,6,2023,21,21,1.0,15450,15450,1.0,81
4,6,2023,21,21,1.0,17557,17557,1.0,99
5,6,2023,21,21,1.0,18350,18350,1.0,227
6,6,2023,21,21,1.0,14125,14125,1.0,314
7,6,2023,19,21,0.9047619047619048,15617,17837,0.8755396086785895,14
8,6,2023,21,21,1.0,13890,13890,1.0,130
9,6,2023,20,21,0.9523809523809523,17385,18695,0.9299277881786574,38
10,6,2023,20,21,0.9523809523809523,16830,17495,0.9619891397542155,39
11,6,2023,21,21,1.0,19785,19785,1.0,80
12,6,2023,21,21,1.0,16485,16485,1.0,193
13,6,2023,21,21,1.0,16492,16492,1.0,88
14,6,2023,21,21,1.0,18079,18079,1.0,140
15,6,2023,21,21,1.0,16802,16802,1.0,172
16,6,2023,21,21,1.0,16377,16377,1.0,335
17,6,2023,21,21,1.0,18740,18740,1.0,197
18,6,2023,21,21,1.0,16030,16030,1.0,105
19,6,2023,19,21,0.9047619047619048,14497,15497,0.9354713815577208,39
20,6,2023,21,21,1.0,17045,17045,1.0,133
21,6,2023,18,21,0.8571428571428571,14055,15630,0.8992322456813819,10
22,6,2023,21,21,1.0,16775,16775,1.0,273
23,6,2023,21,21,1.0,19690,19690,1.0,295
24,6,2023,21,21,1.0,15050,15050,1.0,350
25,6,2023,21,21,1.0,16355,16355,1.0,81
26,6,2023,21,21,1.0,15755,15755,1.0,167
27,6,2023,21,21,1.0,17140,17140,1.0,317
28,6,2023,21,21,1.0,14660,14660,1.0,172
29,6,2023,21,21,1.0,15760,15760,1.0,113
30,6,2023,20,21,0.9523809523809523,15475,15935,0.9711327267022278,21
1,7,2023,22,22,1.0,16745,16745,1.0,206
2,7,2023,20,22,0.9090909090909091,14075,15205,0.9256823413350871,38
3,7,2023,22,22,1.0,20035,20035,1.0,176
4,7,2023,22,22,1.0,18282,18282,1.0,91
5,7,2023,21,22,0.9545454545454546,19725,21150,0.9326241134751773,20
6,7,2023,20,22,0.9090909090909091,14490,16110,0.8994413407821229,39
7,7,2023,22,22,1.0,16580,16580,1.0,374
8,7,2023,22,22,1.0,16660,16660,1.0,107
9,7,2023,20,22,0.9090909090909091,17490,19275,0.9073929961089494,39
10,7,2023,22,22,1.0,17785,17785,1.0,142
11,7,2023,22,22,1.0,16950,16950,1.0,229
12,7,2023,22,22,1.0,19290,19290,1.0,145
13,7,2023,20,22,0.9090909090909091,18202,19047,0.9556360581718906,39
14,7,2023,20,22,0.9090909090909091,13970,15730,0.8881118881118881,13
15,7,2023,21,22,0.9545454545454546,17325,18375,0.9428571428571428,39
16,7,2023,20,22,0.9090909090909091,16245,18625,0.8722147651006711,39
17,7,2023,22,22,1.0,16295,16295,1.0,37
18,7,2023,22,22,1.0,14695,14695,1.0,158
19,7,2023,22,22,1.0,20110,20110,1.0,242
20,7,2023,19,22,0.8636363636363636,14160,16510,0.8576620230163537,38
21,7,2023,22,22,1.0,17360,17360,1.0,212
22,7,2023,21,22,0.9545454545454546,17225,18195,0.9466886507282221,38
23,7,2023,20,22,0.9090909090909091,16097,18452,0.8723715586386299,38
24,7,2023,21,22,0.9545454545454546,15100,16530,0.9134906231094979,39
25,7,2023,22,22,1.0,15975,15975,1.0,65
26,7,2023,22,22,1.0,17115,17115,1.0,137
27,7,2023,22,22,1.0,16415,16415,1.0,39
28,7,2023,21,22,0.9545454545454546,16807,17477,0.9616639011271958,38
29,7,2023,20,22,0.9090909090909091,15134,16459,0.9194969317698524,14
30,7,2023,22,22,1.0,19140,19140,1.0,178
31,7,2023,21,22,0.9545454545454546,15775,16945,0.9309530835054588,35
1,8,2023,21,23,0.9130434782608695,14475,15680,0.9231505102040817,39
2,8,2023,23,23,1.0,17675,17675,1.0,71
3,8,2023,21,23,0.9130434782608695,16452,18462,0.8911277218069549,38
4,8,2023,23,23,1.0,20985,20985,1.0,119
5,8,2023,21,23,0.9130434782608695,16562,17547,0.9438650481563801,0
6,8,2023,23,23,1.0,19447,19447,1.0,87
7,8,2023,22,23,0.9565217391304348,16892,17542,0.962946072283662,17
8,8,2023,20,23,0.8695652173913043,15215,17870,0.8514269725797425,16
9,8,2023,23,23,1.0,18330,18330,1.0,195
10,8,2023,20,23,0.8695652173913043,16157,18702,0.8639182975082879,39
11,8,2023,20,23,0.8695652173913043,17215,18725,0.9193591455273699,19
12,8,2023,22,23,0.9565217391304348,15512,16607,0.9340639489371951,39
13,8,2023,23,23,1.0,17169,17169,1.0,90
14,8,2023,19,23,0.8260869565217391,12375,17035,0.7264455532726739,32
15,8,2023,21,23,0.9130434782608695,18325,19815,0.9248044410799899,14
16,8,2023,22,23,0.9565217391304348,16445,17535,0.9378386084972912,39
17,8,2023,22,23,0.9565217391304348,19787,20387,0.9705694805513317,10
18,8,2023,23,23,1.0,16382,16382,1.0,99
19,8,2023,23,23,1.0,21015,21015,1.0,97
20,8,2023,21,23,0.9130434782608695,15704,17264,0.9096385542168675,17
21,8,2023,23,23,1.0,18290,18290,1.0,67
22,8,2023,23,23,1.0,20260,20260,1.0,79
23,8,2023,23,23,1.0,16042,16042,1.0,70
24,8,2023,22,23,0.9565217391304348,17345,18595,0.9327776283947298,39
25,8,2023,22,23,0.9565217391304348,16592,18012,0.9211636686653342,39
26,8,2023,23,23,1.0,19955,19955,1.0,151
27,8,2023,21,23,0.9130434782608695,17492,19442,0.899701676782224,39
28,8,2023,19,23,0.8260869565217391,14740,18135,0.8127929418251999,39
29,8,2023,19,23,0.8260869565217391,17120,20285,0.8439733793443431,38
30,8,2023,23,23,1.0,15427,15427,1.0,217
31,8,2023,20,23,0.8695652173913043,14810,17645,0.8393312553131199,39
1,9,2023,21,24,0.875,17350,20130,0.8618976651763537,37
2,9,2023,20,24,0.8333333333333334,16020,19102,0.838655638153073,22
3,9,2023,22,24,0.9166666666666666,17645,19790,0.891611925214755,38
4,9,2023,24,24,1.0,19850,19850,1.0,107
5,9,2023,24,24,1.0,20595,20595,1.0,182
6,9,2023,22,24,0.9166666666666666,18045,19250,0.9374025974025973,16
7,9,2023,19,24,0.7916666666666666,16430,22310,0.7364410578216046,38
8,9,2023,23,24,0.9583333333333334,18775,19445,0.9655438416045256,39
9,9,2023,21,24,0.875,18320,20967,0.8737539943721085,39
10,9,2023,22,24,0.9166666666666666,19370,21760,0.8901654411764706,39
11,9,2023,24,24,1.0,17500,17500,1.0,73
12,9,2023,20,24,0.8333333333333334,14990,18470,0.8115863562533838,0
13,9,2023,19,24,0.7916666666666666,14610,18765,0.7785771382893685,12
14,9,2023,21,24,0.875,17805,20200,0.8814356435643564,39
15,9,2023,23,24,0.9583333333333334,15375,16115,0.9540800496431896,39
16,9,2023,20,24,0.8333333333333334,15040,17885,0.840928152082751,39
17,9,2023,20,24,0.8333333333333334,18090,21295,0.8494951866635361,39
18,9,2023,20,24,0.8333333333333334,16870,20300,0.8310344827586207,20
19,9,2023,20,24,0.8333333333333334,15812,19072,0.8290687919463087,0
20,9,2023,18,24,0.75,14370,19270,0.7457187337830825,30
21,9,2023,21,24,0.875,19080,20855,0.9148885159434188,22
22,9,2023,20,24,0.8333333333333334,16015,19330,0.8285049146404553,39
23,9,2023,19,24,0.7916666666666666,13505,17040,0.7925469483568075,38
24,9,2023,22,24,0.9166666666666666,17865,18550,0.9630727762803234,20
25,9,2023,21,24,0.875,16937,18562,0.9124555543583666,39
26,9,2023,22,24,0.9166666666666666,19950,21850,0.9130434782608695,38
27,9,2023,23,24,0.9583333333333334,19995,21525,0.9289198606271777,38
28,9,2023,24,24,1.0,17350,17350,1.0,41
29,9,2023,22,24,0.9166666666666666,18600,20390,0.912211868563021,38
30,9,2023,22,24,0.9166666666666666,16977,17937,0.9464793443719686,19
1,10,2023,23,25,0.92,17580,19555,0.8990028125799029,39
2,10,2023,24,25,0.96,22742,23122,0.9835654355159589,0
3,10,2023,22,25,0.88,18420,21630,0.8515950069348127,38
4,10,2023,24,25,0.96,20569,21409,0.9607641646036713,19
5,10,2023,23,25,0.92,18790,20450,0.9188264058679707,38
6,10,2023,21,25,0.84,15212,17752,0.8569175304191077,10
7,10,2023,20,25,0.8,16487,20137,0.8187416199036599,18
8,10,2023,24,25,0.96,17445,18720,0.9318910256410257,39
9,10,2023,22,25,0.88,17670,19505,0.9059215585747245,37
10,10,2023,18,25,0.72,15915,23025,0.6912052117263844,30
11,10,2023,21,25,0.84,17520,22010,0.7960018173557474,27
12,10,2023,21,25,0.84,18510,21235,0.8716741229102896,38
13,10,2023,22,25,0.88,15140,17600,0.8602272727272727,39
14,10,2023,21,25,0.84,17257,21077,0.8187597855482279,38
15,10,2023,22,25,0.88,19880,23110,0.860233665080052,39
16,10,2023,21,25,0.84,15505,18820,0.8238575982996812,34
17,10,2023,20,25,0.8,12300,17185,0.715740471341286,18
18,10,2023,21,25,0.84,18225,22670,0.8039258932509925,38
19,10,2023,23,25,0.92,18645,19445,0.9588583183337619,38
20,10,2023,22,25,0.88,16585,19470,0.8518233179250129,11
21,10,2023,25,25,1.0,21045,21045,1.0,39
22,10,2023,24,25,0.96,19367,20032,0.9668031150159745,21
23,10,2023,23,25,0.92,17080,17950,0.9515320334261839,0
24,10,2023,19,25,0.76,15125,19140,0.7902298850574713,11
25,10,2023,20,25,0.8,14740,17995,0.8191164212281189,38
26,10,2023,21,25,0.84,19270,20920,0.9211281070745698,38
27,10,2023,23,25,0.92,18810,20980,0.8965681601525262,39
28,10,2023,23,25,0.92,20032,21692,0.9234740918310897,39
29,10,2023,21,25,0.84,15220,17280,0.8807870370370371,39
30,10,2023,23,25,0.92,17025,18490,0.9207679826933478,18
31,10,2023,22,25,0.88,18145,20515,0.8844747745552035,38
1,11,2023,21,26,0.8076923076923077,15655,18865,0.8298436257619931,39
2,11,2023,22,26,0.8461538461538461,16740,20415,0.8199853049228508,14
3,11,2023,22,26,0.8461538461538461,16460,18950,0.8686015831134565,38
4,11,2023,23,26,0.8846153846153846,17960,19765,0.9086769542119909,30
5,11,2023,20,26,0.7692307692307693,16170,20287,0.7970621580322373,15
6,11,2023,22,26,0.8461538461538461,16725,19575,0.8544061302681992,19
7,11,2023,23,26,0.8846153846153846,19740,22915,0.8614444686886319,39
8,11,2023,21,26,0.8076923076923077,17300,20655,0.8375695957395304,12
9,11,2023,24,26,0.9230769230769231,20240,21985,0.9206277007050262,39
10,11,2023,22,26,0.8461538461538461,19485,22575,0.8631229235880399,15
11,11,2023,20,26,0.7692307692307693,15885,20275,0.7834771886559803,0
12,11,2023,25,26,0.9615384615384616,19910,20510,0.9707459775719162,39
13,11,2023,22,26,0.8461538461538461,17947,20977,0.8555560852362111,38
14,11,2023,21,26,0.8076923076923077,17850,22490,0.7936860827034238,39
15,11,2023,24,26,0.9230769230769231,21940,23800,0.9218487394957983,38
16,11,2023,21,26,0.8076923076923077,15095,18625,0.8104697986577181,39
17,11,2023,24,26,0.9230769230769231,21495,22855,0.9404944213520018,20
18,11,2023,24,26,0.9230769230769231,18970,20400,0.9299019607843138,18
19,11,2023,21,26,0.8076923076923077,15080,19210,0.7850078084331078,28
20,11,2023,23,26,0.8846153846153846,17312,19342,0.8950470478750905,39
21,11,2023,24,26,0.9230769230769231,18190,20625,0.8819393939393939,39
22,11,2023,22,26,0.8461538461538461,17282,20762,0.8323860899720643,39
23,11,2023,23,26,0.8846153846153846,16580,18415,0.9003529731197394,19
24,11,2023,21,26,0.8076923076923077,16995,20050,0.8476309226932668,37
25,11,2023,25,26,0.9615384615384616,19957,21117,0.9450679547284179,17
26,11,2023,23,26,0.8846153846153846,17162,18807,0.9125325676609773,0
27,11,2023,22,26,0.8461538461538461,19307,22742,0.8489578752968077,38
28,11,2023,22,26,0.8461538461538461,18275,20365,0.8973729437760865,29
29,11,2023,25,26,0.9615384615384616,19080,19610,0.972972972972973,39
30,11,2023,22,26,0.8461538461538461,19110,22505,0.8491446345256609,19
1,12,2023,27,27,1.0,24370,24370,1.0,38
2,12,2023,24,27,0.8888888888888888,19430,21485,0.9043518734000465,0
3,12,2023,22,27,0.8148148148148148,17370,20995,0.827339842819719,39
4,12,2023,21,27,0.7777777777777778,16930,22245,0.7610699033490672,38
5,12,2023,25,27,0.9259259259259259,20975,22725,0.922992299229923,39
6,12,2023,23,27,0.8518518518518519,15787,18382,0.8588292895223588,39
7,12,2023,23,27,0.8518518518518519,17810,20495,0.8689924371797999,39
8,12,2023,23,27,0.8518518518518519,16075,18185,0.8839703051965906,0
9,12,2023,23,27,0.8518518518518519,17015,20265,0.8396249691586479,39
10,12,2023,20,27,0.7407407407407407,14300,20070,0.7125062282012955,39
11,12,2023,24,27,0.8888888888888888,18235,20425,0.8927784577723378,39
12,12,2023,22,27,0.8148148148148148,18274,23229,0.7866890524775065,39
13,12,2023,22,27,0.8148148148148148,18765,21975,0.8539249146757679,39
14,12,2023,23,27,0.8518518518518519,17490,20835,0.8394528437724982,38
15,12,2023,23,27,0.8518518518518519,17735,21315,0.8320431620924231,38
16,12,2023,24,27,0.8888888888888888,16707,18717,0.8926109953518192,31
17,12,2023,22,27,0.8148148148148148,20075,25260,0.7947347585114806,38
18,12,2023,22,27,0.8148148148148148,19425,23010,0.8441981747066493,39
19,12,2023,23,27,0.8518518518518519,19245,21040,0.9146863117870723,19
20,12,2023,21,27,0.7777777777777778,16312,21432,0.7611048898842852,38
21,12,2023,25,27,0.9259259259259259,21327,22779,0.9362570788884499,39
22,12,2023,24,27,0.8888888888888888,18795,21455,0.8760195758564437,39
23,12,2023,23,27,0.8518518518518519,21420,24520,0.8735725938009788,39
24,12,2023,26,27,0.9629629629629629,19842,20442,0.9706486645142354,39
25,12,2023,22,27,0.8148148148148148,14430,18265,0.7900355871886121,38
26,12,2023,22,27,0.8148148148148148,15350,19500,0.7871794871794872,20
27,12,2023,18,27,0.6666666666666666,13205,21385,0.6174888940846388,39
28,12,2023,24,27,0.8888888888888888,19610,22265,0.8807545474960701,12
29,12,2023,24,27,0.8888888888888888,17670,19835,0.8908495084446685,36
30,12,2023,22,27,0.8148148148148148,16710,19710,0.84779299847793,19
31,12,2023,24,27,0.8888888888888888,20975,23770,0.8824148085822465,0
