Day,Month,Year,Deliveries Fulfilled,Deliveries Available,Delivery Completion Ratio,Deliveries Value,Available Value,Monetary Value Ratio,Moves Remaining
24,5,2023,20,20,1.0,16580,16580,1.0,211
25,5,2023,20,20,1.0,16250,16250,1.0,292
26,5,2023,20,20,1.0,14655,14655,1.0,228
27,5,2023,20,20,1.0,18005,18005,1.0,211
28,5,2023,20,20,1.0,13950,13950,1.0,139
29,5,2023,20,20,1.0,19024,19024,1.0,222
30,5,2023,20,20,1.0,15479,15479,1.0,213
31,5,2023,20,20,1.0,15442,15442,1.0,195
1,6,2023,20,21,0.9523809523809523,16455,16735,0.9832685987451449,19
2,6,2023,20,21,0.9523809523809523,17210,17345,0.9922167771692131,22
3,6,2023,21,21,1.0,15450,15450,1.0,93
4,6,2023,21,21,1.0,17557,17557,1.0,177
5,6,2023,21,21,1.0,18350,18350,1.0,227
6,6,2023,21,21,1.0,14125,14125,1.0,333
7,6,2023,19,21,0.9047619047619048,17452,17837,0.9784156528564221,39
8,6,2023,21,21,1.0,13890,13890,1.0,170
9,6,2023,21,21,1.0,18695,18695,1.0,49
10,6,2023,21,21,1.0,17495,17495,1.0,53
11,6,2023,21,21,1.0,19785,19785,1.0,92
12,6,2023,21,21,1.0,16485,16485,1.0,222
13,6,2023,21,21,1.0,16492,16492,1.0,104
14,6,2023,21,21,1.0,18079,18079,1.0,146
15,6,2023,21,21,1.0,16802,16802,1.0,199
16,6,2023,21,21,1.0,16377,16377,1.0,342
17,6,2023,21,21,1.0,18740,18740,1.0,196
18,6,2023,21,21,1.0,16030,16030,1.0,120
19,6,2023,18,21,0.8571428571428571,13367,15497,0.8625540427179454,15
20,6,2023,21,21,1.0,17045,17045,1.0,131
21,6,2023,18,21,0.8571428571428571,14400,15630,0.9213051823416507,37
22,6,2023,21,21,1.0,16775,16775,1.0,283
23,6,2023,21,21,1.0,19690,19690,1.0,318
24,6,2023,21,21,1.0,15050,15050,1.0,405
25,6,2023,21,21,1.0,16355,16355,1.0,119
26,6,2023,21,21,1.0,15755,15755,1.0,201
27,6,2023,21,21,1.0,17140,17140,1.0,327
28,6,2023,21,21,1.0,14660,14660,1.0,186
29,6,2023,21,21,1.0,15760,15760,1.0,125
30,6,2023,21,21,1.0,15935,15935,1.0,52
1,7,2023,22,22,1.0,16745,16745,1.0,263
2,7,2023,19,22,0.8636363636363636,14735,15205,0.9690891154225584,37
3,7,2023,22,22,1.0,20035,20035,1.0,191
4,7,2023,22,22,1.0,18282,18282,1.0,110
5,7,2023,21,22,0.9545454545454546,20845,21150,0.9855791962174941,33
6,7,2023,20,22,0.9090909090909091,14805,16110,0.9189944134078212,39
7,7,2023,22,22,1.0,16580,16580,1.0,353
8,7,2023,22,22,1.0,16660,16660,1.0,103
9,7,2023,21,22,0.9545454545454546,18995,19275,0.9854734111543451,39
10,7,2023,22,22,1.0,17785,17785,1.0,180
11,7,2023,22,22,1.0,16950,16950,1.0,244
12,7,2023,22,22,1.0,19290,19290,1.0,150
13,7,2023,20,22,0.9090909090909091,18062,19047,0.9482858192891269,38
14,7,2023,20,22,0.9090909090909091,14925,15730,0.948823903369358,14
15,7,2023,22,22,1.0,18375,18375,1.0,88
16,7,2023,21,22,0.9545454545454546,18320,18625,0.9836241610738256,17
17,7,2023,22,22,1.0,16295,16295,1.0,120
18,7,2023,22,22,1.0,14695,14695,1.0,161
19,7,2023,22,22,1.0,20110,20110,1.0,254
20,7,2023,20,22,0.9090909090909091,15845,16510,0.9597213809812235,12
21,7,2023,22,22,1.0,17360,17360,1.0,227
22,7,2023,21,22,0.9545454545454546,17965,18195,0.9873591646056609,30
23,7,2023,19,22,0.8636363636363636,17082,18452,0.925753305874702,14
24,7,2023,22,22,1.0,16530,16530,1.0,47
25,7,2023,22,22,1.0,15975,15975,1.0,113
26,7,2023,22,22,1.0,17115,17115,1.0,191
27,7,2023,22,22,1.0,16415,16415,1.0,90
28,7,2023,21,22,0.9545454545454546,17132,17477,0.9802597699834068,13
29,7,2023,21,22,0.9545454545454546,16179,16459,0.9829880308645725,39
30,7,2023,22,22,1.0,19140,19140,1.0,229
31,7,2023,22,22,1.0,16945,16945,1.0,50
1,8,2023,22,23,0.9565217391304348,15460,15680,0.985969387755102,39
2,8,2023,23,23,1.0,17675,17675,1.0,143
3,8,2023,22,23,0.9565217391304348,18177,18462,0.9845628859278518,12
4,8,2023,23,23,1.0,20985,20985,1.0,140
5,8,2023,21,23,0.9130434782608695,16992,17547,0.9683706616515644,38
6,8,2023,23,23,1.0,19447,19447,1.0,98
7,8,2023,23,23,1.0,17542,17542,1.0,44
8,8,2023,21,23,0.9130434782608695,16935,17870,0.9476776720761052,12
9,8,2023,23,23,1.0,18330,18330,1.0,218
10,8,2023,21,23,0.9130434782608695,17507,18702,0.9361030905785478,19
11,8,2023,20,23,0.8695652173913043,17750,18725,0.9479305740987984,38
12,8,2023,22,23,0.9565217391304348,16357,16607,0.9849461070632866,30
13,8,2023,23,23,1.0,17169,17169,1.0,70
14,8,2023,21,23,0.9130434782608695,16545,17035,0.9712356912239507,21
15,8,2023,21,23,0.9130434782608695,18355,19815,0.9263184456220035,19
16,8,2023,23,23,1.0,17535,17535,1.0,101
17,8,2023,22,23,0.9565217391304348,20187,20387,0.9901898268504439,11
18,8,2023,23,23,1.0,16382,16382,1.0,165
19,8,2023,23,23,1.0,21015,21015,1.0,102
20,8,2023,21,23,0.9130434782608695,16479,17264,0.954529657089898,39
21,8,2023,23,23,1.0,18290,18290,1.0,93
22,8,2023,23,23,1.0,20260,20260,1.0,76
23,8,2023,23,23,1.0,16042,16042,1.0,99
24,8,2023,22,23,0.9565217391304348,18060,18595,0.9712288249529444,38
25,8,2023,22,23,0.9565217391304348,17732,18012,0.9844548079058405,32
26,8,2023,23,23,1.0,19955,19955,1.0,170
27,8,2023,22,23,0.9565217391304348,19307,19442,0.9930562699310771,14
28,8,2023,20,23,0.8695652173913043,17095,18135,0.942652329749104,39
29,8,2023,20,23,0.8695652173913043,18725,20285,0.9230958836578753,39
30,8,2023,23,23,1.0,15427,15427,1.0,244
31,8,2023,21,23,0.9130434782608695,16675,17645,0.9450269198073109,15
1,9,2023,21,24,0.875,18705,20130,0.9292101341281669,39
2,9,2023,21,24,0.875,17132,19102,0.8968694377552089,39
3,9,2023,23,24,0.9583333333333334,19435,19790,0.9820616472966145,0
4,9,2023,24,24,1.0,19850,19850,1.0,161
5,9,2023,24,24,1.0,20595,20595,1.0,203
6,9,2023,21,24,0.875,18175,19250,0.9441558441558442,20
7,9,2023,20,24,0.8333333333333334,19685,22310,0.8823397579560736,39
8,9,2023,24,24,1.0,19445,19445,1.0,44
9,9,2023,22,24,0.9166666666666666,20262,20967,0.9663757332951781,39
10,9,2023,22,24,0.9166666666666666,20495,21760,0.9418658088235294,38
11,9,2023,24,24,1.0,17500,17500,1.0,82
12,9,2023,21,24,0.875,17015,18470,0.92122360584732,17
13,9,2023,21,24,0.875,17265,18765,0.9200639488409272,38
14,9,2023,21,24,0.875,18810,20200,0.9311881188118812,38
15,9,2023,23,24,0.9583333333333334,15990,16115,0.9922432516289171,39
16,9,2023,21,24,0.875,16525,17885,0.9239586245457087,34
17,9,2023,21,24,0.875,19855,21295,0.9323784926038976,20
18,9,2023,21,24,0.875,18100,20300,0.8916256157635468,13
19,9,2023,21,24,0.875,17617,19072,0.9237101510067114,38
20,9,2023,20,24,0.8333333333333334,17330,19270,0.8993253762324858,20
21,9,2023,22,24,0.9166666666666666,19590,20855,0.9393430831934788,18
22,9,2023,20,24,0.8333333333333334,17090,19330,0.884117951370926,39
23,9,2023,20,24,0.8333333333333334,15320,17040,0.8990610328638498,39
24,9,2023,23,24,0.9583333333333334,18335,18550,0.9884097035040431,21
25,9,2023,21,24,0.875,16752,18562,0.9024889559314729,39
26,9,2023,22,24,0.9166666666666666,21025,21850,0.9622425629290617,39
27,9,2023,24,24,1.0,21525,21525,1.0,101
28,9,2023,24,24,1.0,17350,17350,1.0,73
29,9,2023,22,24,0.9166666666666666,19370,20390,0.9499754781755763,19
30,9,2023,22,24,0.9166666666666666,17372,17937,0.9685008641355857,20
1,10,2023,21,25,0.84,18140,19555,0.9276399897724367,15
2,10,2023,24,25,0.96,22987,23122,0.9941614047227748,20
3,10,2023,22,25,0.88,19685,21630,0.9100785945446139,30
4,10,2023,24,25,0.96,21154,21409,0.9880891213975431,23
5,10,2023,24,25,0.96,19910,20450,0.9735941320293399,38
6,10,2023,21,25,0.84,16215,17752,0.913418206399279,28
7,10,2023,21,25,0.84,18292,20137,0.9083776133485624,0
8,10,2023,25,25,1.0,18720,18720,1.0,46
9,10,2023,22,25,0.88,18340,19505,0.940271725198667,39
10,10,2023,20,25,0.8,20240,23025,0.8790445168295331,39
11,10,2023,22,25,0.88,20170,22010,0.9164016356201726,0
12,10,2023,22,25,0.88,18805,21235,0.8855662820814693,39
13,10,2023,23,25,0.92,17075,17600,0.9701704545454546,21
14,10,2023,22,25,0.88,19692,21077,0.9342885609906533,21
15,10,2023,22,25,0.88,21865,23110,0.946127217654695,38
16,10,2023,23,25,0.92,17865,18820,0.9492561105207227,38
17,10,2023,21,25,0.84,15835,17185,0.9214431189991271,39
18,10,2023,22,25,0.88,21435,22670,0.9455227172474636,10
19,10,2023,24,25,0.96,18885,19445,0.9712008228336333,39
20,10,2023,23,25,0.92,18495,19470,0.9499229583975347,39
21,10,2023,25,25,1.0,21045,21045,1.0,67
22,10,2023,25,25,1.0,20032,20032,1.0,70
23,10,2023,23,25,0.92,17080,17950,0.9515320334261839,0
24,10,2023,19,25,0.76,15520,19140,0.8108672936259144,28
25,10,2023,23,25,0.92,16825,17995,0.9349819394276188,16
26,10,2023,22,25,0.88,20130,20920,0.9622370936902486,12
27,10,2023,24,25,0.96,20845,20980,0.9935653002859867,38
28,10,2023,23,25,0.92,20850,21692,0.9611838465793842,14
29,10,2023,22,25,0.88,15360,17280,0.8888888888888888,39
30,10,2023,24,25,0.96,17890,18490,0.9675500270416442,18
31,10,2023,23,25,0.92,19430,20515,0.94711186936388,0
1,11,2023,22,26,0.8461538461538461,16940,18865,0.8979591836734694,29
2,11,2023,23,26,0.8846153846153846,18435,20415,0.9030124908155768,38
3,11,2023,23,26,0.8846153846153846,17745,18950,0.9364116094986807,17
4,11,2023,23,26,0.8846153846153846,18820,19765,0.9521882114849481,37
5,11,2023,22,26,0.8461538461538461,18062,20287,0.8903238527135604,39
6,11,2023,24,26,0.9230769230769231,18375,19575,0.9386973180076629,38
7,11,2023,24,26,0.9230769230769231,21655,22915,0.9450141828496618,39
8,11,2023,22,26,0.8461538461538461,18325,20655,0.88719438392641,16
9,11,2023,24,26,0.9230769230769231,21040,21985,0.9570161473732091,16
10,11,2023,23,26,0.8846153846153846,20570,22575,0.9111849390919159,38
11,11,2023,21,26,0.8076923076923077,18340,20275,0.9045622688039457,18
12,11,2023,23,26,0.8846153846153846,19280,20510,0.9400292540224281,31
13,11,2023,22,26,0.8461538461538461,19327,20977,0.9213424226533823,39
14,11,2023,21,26,0.8076923076923077,20105,22490,0.8939528679413072,39
15,11,2023,24,26,0.9230769230769231,22920,23800,0.9630252100840336,39
16,11,2023,23,26,0.8846153846153846,17785,18625,0.9548993288590604,37
17,11,2023,24,26,0.9230769230769231,21380,22855,0.9354626996280901,16
18,11,2023,24,26,0.9230769230769231,19900,20400,0.9754901960784313,0
19,11,2023,22,26,0.8461538461538461,17565,19210,0.9143675169182718,38
20,11,2023,23,26,0.8846153846153846,18072,19342,0.9343397787198842,18
21,11,2023,25,26,0.9615384615384616,20130,20625,0.976,39
22,11,2023,22,26,0.8461538461538461,19185,20762,0.9240439264040073,18
23,11,2023,24,26,0.9230769230769231,17595,18415,0.9554710833559598,19
24,11,2023,21,26,0.8076923076923077,17535,20050,0.8745635910224439,39
25,11,2023,25,26,0.9615384615384616,20837,21117,0.9867405407965146,39
26,11,2023,22,26,0.8461538461538461,17537,18807,0.932471951932791,39
27,11,2023,23,26,0.8846153846153846,21732,22742,0.9555887784715504,39
28,11,2023,24,26,0.9230769230769231,19215,20365,0.9435305671495212,0
29,11,2023,26,26,1.0,19610,19610,1.0,43
30,11,2023,24,26,0.9230769230769231,22235,22505,0.9880026660742057,11
1,12,2023,27,27,1.0,24370,24370,1.0,41
2,12,2023,25,27,0.9259259259259259,20430,21485,0.9508959739353037,39
3,12,2023,25,27,0.9259259259259259,20015,20995,0.9533222195760895,38
4,12,2023,22,27,0.8148148148148148,19350,22245,0.8698583951449764,20
5,12,2023,26,27,0.9629629629629629,22165,22725,0.9753575357535753,39
6,12,2023,24,27,0.8888888888888888,17377,18382,0.9453269502774453,39
7,12,2023,22,27,0.8148148148148148,18215,20495,0.8887533544767017,36
8,12,2023,22,27,0.8148148148148148,16845,18185,0.9263128952433324,0
9,12,2023,22,27,0.8148148148148148,18655,20265,0.9205526770293609,19
10,12,2023,21,27,0.7777777777777778,15465,20070,0.7705530642750373,36
11,12,2023,23,27,0.8518518518518519,18770,20425,0.9189718482252142,20
12,12,2023,23,27,0.8518518518518519,20459,23229,0.8807525076413104,39
13,12,2023,22,27,0.8148148148148148,18515,21975,0.8425483503981798,15
14,12,2023,24,27,0.8888888888888888,19230,20835,0.9229661627069834,12
15,12,2023,24,27,0.8888888888888888,19905,21315,0.9338494018296974,38
16,12,2023,24,27,0.8888888888888888,17752,18717,0.9484425922957739,20
17,12,2023,23,27,0.8518518518518519,23075,25260,0.9134996041171813,10
18,12,2023,24,27,0.8888888888888888,21170,23010,0.9200347674923947,39
19,12,2023,25,27,0.9259259259259259,20090,21040,0.9548479087452472,39
20,12,2023,20,27,0.7407407407407407,17135,21432,0.7995054124673385,38
21,12,2023,24,27,0.8888888888888888,21264,22779,0.9334913736336099,38
22,12,2023,24,27,0.8888888888888888,20150,21455,0.9391750174784432,21
23,12,2023,22,27,0.8148148148148148,21655,24520,0.8831566068515497,36
24,12,2023,25,27,0.9259259259259259,20037,20442,0.9801878485471089,38
25,12,2023,23,27,0.8518518518518519,16775,18265,0.9184232137968793,35
26,12,2023,23,27,0.8518518518518519,17615,19500,0.9033333333333333,39
27,12,2023,22,27,0.8148148148148148,18610,21385,0.8702361468318915,19
28,12,2023,25,27,0.9259259259259259,21895,22265,0.9833819896698854,13
29,12,2023,25,27,0.9259259259259259,18865,19835,0.9510965465086968,26
30,12,2023,23,27,0.8518518518518519,17880,19710,0.9071537290715372,38
31,12,2023,24,27,0.8888888888888888,23150,23770,0.9739167017248632,39
